iter	Passed	Remaining
361	9014	15887
362	9038	15861
363	9062	15835
364	9086	15808
365	9112	15784
366	9137	15760
367	9161	15734
368	9186	15709
369	9210	15683
370	9235	15658
371	9262	15636
372	9287	15611
373	9312	15587
374	9337	15561
375	9361	15536
376	9385	15510
377	9410	15485
378	9435	15460
379	9460	15434
380	9484	15408
381	9508	15383
382	9532	15357
383	9558	15332
384	9582	15307
385	9607	15282
386	9632	15256
387	9656	15231
388	9682	15207
389	9705	15180
390	9731	15156
391	9756	15133
392	9782	15109
393	9806	15083
394	9836	15065
395	9865	15047
396	9889	15020
397	9913	14995
398	9938	14969
399	9962	14944
400	9988	14919
401	10012	14894
402	10036	14868
403	10060	14842
404	10084	14815
405	10109	14791
406	10134	14766
407	10159	14741
408	10183	14715
409	10208	14690
410	10233	14665
411	10257	14640
412	10282	14615
413	10307	14589
414	10330	14562
415	10353	14534
416	10378	14510
417	10406	14490
418	10432	14466
419	10570	14597
420	10612	14595
421	10636	14568
422	10661	14542
423	10686	14517
424	10712	14493
425	10737	14467
426	10761	14440
427	10785	14414
428	10811	14390
429	10835	14363
430	10860	14337
431	10884	14310
432	10908	14284
433	10933	14259
434	10957	14232
435	10982	14206
436	11004	14177
437	11029	14151
438	11054	14125
439	11079	14100
440	11102	14073
441	11126	14047
442	11151	14020
443	11176	13995
444	11201	13970
445	11227	13946
446	11252	13920
447	11276	13894
448	11301	13869
449	11324	13841
450	11348	13814
451	11374	13789
452	11398	13764
453	11421	13736
454	11445	13709
455	11468	13682
456	11493	13656
457	11518	13630
458	11542	13604
459	11566	13578
460	11591	13552
461	11616	13527
462	11641	13502
463	11665	13475
464	11689	13449
465	11713	13423
466	11737	13395
467	11762	13371
468	11787	13346
469	11813	13321
470	11837	13295
471	11861	13268
472	11885	13242
473	11909	13216
474	11934	13190
475	11958	13163
476	11980	13135
477	12003	13108
478	12026	13080
479	12048	13052
480	12072	13026
481	12096	12999
482	12119	12972
483	12144	12946
484	12168	12921
485	12193	12896
486	12219	12871
487	12244	12847
488	12269	12821
489	12294	12796
490	12320	12772
491	12345	12747
492	12370	12721
493	12394	12696
494	12419	12670
495	12443	12643
496	12465	12616
497	12490	12590
498	12515	12565
499	12541	12541
500	12565	12515
501	12590	12489
502	12614	12463
503	12639	12439
504	12663	12413
505	12687	12386
506	12711	12360
507	12736	12335
508	12760	12308
509	12785	12284
510	12810	12259
511	12835	12234
512	12860	12208
513	12884	12182
514	12909	12157
515	12933	12131
516	12957	12104
517	12980	12078
518	13005	12053
519	13028	12026
520	13052	12000
521	13076	11974
522	13100	11948
523	13124	11922
524	13148	11896
525	13173	11870
526	13197	11845
527	13223	11820
528	13247	11795
529	13272	11770
530	13297	11745
531	13323	11720
532	13347	11694
533	13372	11669
534	13396	11643
535	13420	11617
536	13445	11592
537	13469	11566
538	13493	11540
539	13517	11514
540	13543	11490
541	13567	11464
542	13591	11439
543	13615	11412
544	13639	11387
545	13665	11362
546	13691	11338
547	13717	11314
548	13743	11290
549	13769	11265
550	13796	11242
551	13823	11218
552	13849	11194
553	13875	11170
554	13902	11147
555	13929	11123
556	13954	11098
557	13980	11074
558	14004	11048
559	14031	11024
560	14057	11000
561	14083	10976
562	14108	10951
563	14135	10927
564	14159	10901
565	14187	10878
566	14214	10855
567	14242	10832
568	14268	10807
569	14295	10784
570	14321	10760
571	14348	10736
572	14375	10712
573	14401	10688
574	14428	10664
575	14454	10640
576	14482	10616
577	14509	10593
578	14536	10569
579	14562	10545
580	14589	10521
581	14616	10497
582	14641	10472
583	14667	10448
584	14696	10425
585	14720	10400
586	14747	10375
587	14773	10351
588	14800	10327
589	14826	10303
590	14853	10279
591	14879	10255
592	14907	10231
593	14933	10207
594	14960	10182
595	14988	10159
596	15014	10135
597	15039	10109
598	15066	10086
599	15091	10060
600	15119	10037
601	15148	10015
602	15177	9992
603	15204	9968
604	15232	9945
605	15260	9922
606	15286	9897
607	15313	9873
608	15342	9850
609	15371	9827
610	15401	9805
611	15431	9783
612	15460	9760
613	15487	9736
614	15513	9711
615	15535	9684
616	15561	9659
617	15590	9637
618	15619	9614
619	15650	9592
620	15681	9570
621	15710	9547
622	15735	9522
623	15761	9497
624	15784	9470
625	15814	9448
626	15845	9426
627	15877	9404
628	15908	9383
629	15938	9360
630	15966	9337
631	15992	9312
632	16018	9286
633	16043	9261
634	16069	9237
635	16096	9212
636	16122	9187
637	16151	9164
638	16180	9141
639	16212	9119
640	16241	9095
641	16271	9073
642	16298	9049
643	16324	9024
644	16347	8997
645	16374	8972
646	16399	8947
647	16424	8922
648	16451	8897
649	16480	8874
650	16510	8851
651	16540	8828
652	16570	8805
653	16599	8781
654	16629	8758
655	16654	8733
656	16681	8708
657	16705	8683
658	16731	8657
659	16757	8632
660	16783	8607
661	16809	8582
662	16834	8557
663	16859	8531
664	16884	8505
665	16913	8482
666	16941	8458
667	16970	8434
668	16999	8410
669	17029	8387
670	17054	8362
671	17078	8335
672	17101	8309
673	17125	8283
674	17150	8257
675	17174	8231
676	17198	8205
677	17223	8179
678	17248	8154
679	17272	8128
680	17300	8103
681	17329	8080
682	17359	8056
683	17388	8033
684	17417	8009
685	17446	7985
686	17471	7959
687	17495	7933
688	17520	7908
689	17544	7882
690	17569	7856
691	17594	7831
692	17618	7804
693	17641	7778
694	17667	7753
695	17690	7727
696	17715	7701
697	17740	7675
698	17765	7650
699	17792	7625
700	17818	7600
701	17848	7576
702	17878	7553
703	17907	7529
704	17937	7505
705	17963	7480
706	17987	7454
707	18012	7428
708	18036	7402
709	18060	7376
710	18084	7350
711	18110	7325
712	18133	7299
713	18156	7272
714	18181	7247
715	18206	7221
716	18230	7195
717	18253	7169
718	18279	7144
719	18309	7120
720	18338	7096
721	18367	7072
722	18398	7049
723	18427	7024
724	18454	7000
725	18478	6973
726	18503	6948
727	18529	6923
728	18553	6896
729	18577	6870
730	18601	6845
731	18626	6819
732	18651	6793
733	18675	6767
734	18700	6742
735	18725	6716
736	18749	6690
737	18774	6665
738	18800	6639
739	18821	6613
740	18845	6587
741	18872	6562
742	18901	6538
743	18929	6513
744	18959	6489
745	18988	6465
746	19016	6440
747	19041	6414
748	19066	6389
749	19093	6364
750	19121	6339
751	19149	6315
752	19178	6290
753	19207	6266
754	19237	6242
755	19265	6218
756	19290	6192
757	19314	6166
758	19339	6140
759	19368	6116
760	19396	6091
761	19424	6066
762	19454	6042
763	19482	6018
764	19511	5993
765	19536	5967
766	19559	5941
767	19584	5916
768	19608	5890
769	19633	5864
770	19658	5838
771	19684	5813
772	19711	5788
773	19740	5764
774	19768	5739
775	19799	5715
776	19832	5692
777	19859	5666
778	19886	5641
779	19917	5617
780	19951	5594
781	20063	5593
782	20096	5569
783	20127	5545
784	20157	5520
785	20184	5495
786	20208	5469
787	20237	5444
788	20262	5418
789	20286	5392
790	20311	5366
791	20331	5339
792	20355	5313
793	20381	5287
794	20406	5261
795	20430	5235
796	20455	5210
797	20480	5184
798	20505	5158
799	20529	5132
800	20553	5106
801	20578	5080
802	20603	5054
803	20624	5027
804	20649	5002
805	20673	4976
806	20698	4950
807	20722	4924
808	20748	4898
809	20772	4872
810	20796	4846
811	20821	4820
812	20844	4794
813	20868	4768
814	20893	4742
815	20916	4716
816	20940	4690
817	20964	4664
818	20989	4638
819	21013	4612
820	21035	4586
821	21058	4560
822	21084	4534
823	21114	4509
824	21137	4483
825	21161	4457
826	21186	4431
827	21210	4406
828	21233	4379
829	21256	4353
830	21280	4327
831	21304	4301
832	21328	4275
833	21352	4250
834	21376	4224
835	21401	4198
836	21425	4172
837	21451	4146
838	21474	4120
839	21499	4095
840	21522	4069
841	21547	4043
842	21571	4017
843	21595	3991
844	21619	3965
845	21644	3939
846	21667	3914
847	21691	3888
848	21716	3862
849	21740	3836
850	21763	3810
851	21786	3784
852	21811	3758
853	21836	3733
854	21860	3707
855	21884	3681
856	21908	3655
857	21932	3629
858	21955	3603
859	21979	3577
860	22001	3551
861	22024	3525
862	22051	3500
863	22076	3475
864	22101	3449
865	22126	3423
866	22150	3397
867	22174	3372
868	22199	3346
869	22224	3320
870	22249	3295
871	22273	3269
872	22298	3243
873	22323	3218
874	22347	3192
875	22370	3166
876	22394	3140
877	22418	3115
878	22440	3089
879	22464	3063
880	22488	3037
881	22513	3011
882	22537	2986
883	22562	2960
884	22587	2935
885	22612	2909
886	22635	2883
887	22659	2858
888	22686	2832
889	22711	2807
890	22735	2781
891	22759	2755
892	22783	2729
893	22808	2704
894	22832	2678
895	22857	2653
896	22881	2627
897	22906	2601
898	22930	2576
899	22956	2550
900	22980	2525
901	23004	2499
902	23030	2473
903	23053	2448
904	23077	2422
905	23102	2396
906	23126	2371
907	23149	2345
908	23174	2320
909	23198	2294
910	23222	2268
911	23247	2243
912	23271	2217
913	23295	2191
914	23319	2166
915	23344	2140
916	23368	2115
917	23392	2089
918	23415	2063
919	23440	2038
920	23464	2012
921	23488	1987
922	23511	1961
923	23537	1935
924	23562	1910
925	23587	1884
926	23612	1859
927	23637	1833
928	23661	1808
929	23685	1782
930	23709	1757
931	23734	1731
932	23758	1706
933	23782	1680
934	23806	1654
935	23830	1629
936	23855	1603
937	23879	1578
938	23903	1552
939	23927	1527
940	23952	1501
941	23976	1476
942	24000	1450
943	24025	1425
944	24052	1399
945	24076	1374
946	24101	1348
947	24126	1323
948	24151	1297
949	24175	1272
950	24199	1246
951	24223	1221
952	24248	1195
953	24273	1170
954	24297	1144
955	24321	1119
956	24345	1093
957	24370	1068
958	24396	1043
959	24421	1017
960	24447	992
961	24472	966
962	24497	941
963	24521	915
964	24545	890
965	24569	864
966	24594	839
967	24619	813
968	24643	788
969	24667	762
970	24693	737
971	24716	711
972	24740	686
973	24765	661
974	24789	635
975	24814	610
976	24838	584
977	24860	559
978	24885	533
979	24909	508
980	24931	482
981	24956	457
982	24980	432
983	25005	406
984	25030	381
985	25056	355
986	25081	330
987	25106	304
988	25130	279
989	25154	254
990	25179	228
991	25204	203
992	25229	177
993	25254	152
994	25278	127
995	25302	101
996	25327	76
997	25352	50
998	25377	25
999	25401	0
