iter	Logloss
181	0.1498633747
182	0.1497156491
183	0.1496059193
184	0.1494026904
185	0.149216112
186	0.1486990489
187	0.1485489462
188	0.1483023568
189	0.1481934955
190	0.1476784331
191	0.1472991029
192	0.1471020273
193	0.1465137821
194	0.1462825378
195	0.1462179584
196	0.1461362796
197	0.1458925032
198	0.1453260181
199	0.1451713149
200	0.1440933339
201	0.1439076405
202	0.1437482682
203	0.1435588406
204	0.1434481194
205	0.1432589347
206	0.1430861548
207	0.1429183093
208	0.1426707945
209	0.1421214523
210	0.1419415616
211	0.1417887066
212	0.1414775766
213	0.1413438279
214	0.1409905411
215	0.1406758332
216	0.1405809504
217	0.1405056485
218	0.1399693712
219	0.1399097115
220	0.1396647751
221	0.1392908993
222	0.1391390975
223	0.1389757726
224	0.1388080372
225	0.1386141745
226	0.1382763032
227	0.1376489497
228	0.1370643519
229	0.1368850125
230	0.1368066228
231	0.1364146288
232	0.1353566448
233	0.1351850977
234	0.1344286865
235	0.1337442138
236	0.1336299606
237	0.1334244343
238	0.1331117006
239	0.1328378442
240	0.132702685
241	0.1326333501
242	0.1323686416
243	0.1321039629
244	0.1320594547
245	0.1317700376
246	0.1313043131
247	0.1312776011
248	0.1311253656
249	0.1310843136
250	0.1310343548
251	0.1308416333
252	0.1305594632
253	0.1304160711
254	0.1301175429
255	0.1299166768
256	0.1298540796
257	0.1296584327
258	0.1290410714
259	0.128818547
260	0.128612885
261	0.1284351608
262	0.1284132305
263	0.1281751039
264	0.1279550693
265	0.127663245
266	0.127174599
267	0.1267661179
268	0.1265097842
269	0.1263998764
270	0.12621079
271	0.1260101034
272	0.1258604953
273	0.1254166331
274	0.1251459961
275	0.1250866925
276	0.1249387168
277	0.124868155
278	0.1245994301
279	0.1244490734
280	0.1242101298
281	0.1241155475
282	0.123961922
283	0.1237374319
284	0.1236868445
285	0.1234746987
286	0.1232421196
287	0.1231977346
288	0.1230686098
289	0.1228836722
290	0.1227139912
291	0.1226012969
292	0.1223855541
293	0.12223511
294	0.1220175627
295	0.1217944584
296	0.1216263676
297	0.1213560378
298	0.1213237438
299	0.1209166578
300	0.1207084661
301	0.120450334
302	0.1203766014
303	0.1203506558
304	0.1203358238
305	0.1201072755
306	0.1198086521
307	0.11954686
308	0.1193775814
309	0.119261121
310	0.119106529
311	0.1189086867
312	0.1186727521
313	0.1184177297
314	0.1183163366
315	0.1181372587
316	0.1180237565
317	0.1178231164
318	0.1177107824
319	0.1176725057
320	0.1172083353
321	0.117083253
322	0.1168810479
323	0.1164901856
324	0.1163336098
325	0.1159301375
326	0.1157276998
327	0.1153487564
328	0.1149683791
329	0.1147056444
330	0.1145586896
331	0.1144669293
332	0.1143773602
333	0.1141697926
334	0.1140380521
335	0.1137866717
336	0.113612146
337	0.1135272914
338	0.1132879518
339	0.1132536118
340	0.1131185873
341	0.113099532
342	0.1130337436
343	0.112832059
344	0.1126491313
345	0.1125533476
346	0.1123961312
347	0.1121406054
348	0.1120212511
349	0.1118357014
350	0.1116114714
351	0.1115986927
352	0.1115652534
353	0.1113710849
354	0.1111838956
355	0.1111160823
356	0.1108835568
357	0.1106447339
358	0.1104925078
359	0.1104332606
360	0.1102199223
361	0.1101063397
362	0.1100452823
363	0.1100337518
364	0.1098150821
365	0.109589865
366	0.1093944591
367	0.1091901739
368	0.1090863985
369	0.1089773905
370	0.1087975878
371	0.1087656735
372	0.108754159
373	0.1085694508
374	0.1083767302
375	0.1082420638
376	0.1079371538
377	0.1077890263
378	0.1075604264
379	0.1074929524
380	0.1074399802
381	0.1072708498
382	0.1071781768
383	0.1068800803
384	0.1068691108
385	0.1067550479
386	0.1065896502
387	0.1064871794
388	0.1061581763
389	0.1060883336
390	0.1059395507
391	0.1057606675
392	0.1056090339
393	0.1053046753
394	0.1051543613
395	0.1050106045
396	0.104917536
397	0.104899682
398	0.104794731
399	0.1046781854
400	0.1044017784
401	0.1043108003
402	0.1041322156
403	0.1040759623
404	0.1040301295
405	0.1038398033
406	0.1037094215
407	0.1035549091
408	0.1035400207
409	0.1033745659
410	0.1033704549
411	0.1033617039
412	0.1031786767
413	0.1030940673
414	0.1028916507
415	0.1028873535
416	0.1027047426
417	0.1025296897
418	0.1021928808
419	0.1021226815
420	0.1020611527
421	0.1019794755
422	0.1018557512
423	0.1015509365
424	0.1013549278
425	0.1012088318
426	0.1011221941
427	0.1007740474
428	0.1005820144
429	0.1004747317
430	0.1003250678
431	0.100217582
432	0.1000543446
433	0.09992846796
434	0.09983360542
435	0.09970528991
436	0.09970358801
437	0.09954717564
438	0.09938022728
439	0.09923817405
440	0.09919215019
441	0.09918403012
442	0.09893109113
443	0.09881453622
444	0.09872136718
445	0.09864900362
446	0.0985392695
447	0.09836135172
448	0.09823964073
449	0.09822439727
450	0.09811028737
451	0.09791749743
452	0.09779390475
453	0.0977297438
454	0.09766435597
455	0.09766145564
456	0.09756897405
457	0.09747751246
458	0.09737236744
459	0.09723920686
460	0.09717093496
461	0.09702872966
462	0.09686401383
463	0.09679631433
464	0.09676482642
465	0.09670438956
466	0.0966957733
467	0.096514715
468	0.0963966116
469	0.09628644543
470	0.09623461199
471	0.09614660617
472	0.09606094709
473	0.09604983866
474	0.09588785719
475	0.09575414294
476	0.09573449636
477	0.09561303174
478	0.09555335701
479	0.09549812067
480	0.09538279693
481	0.09535547938
482	0.09533979302
483	0.0952738654
484	0.09526704593
485	0.09520376156
486	0.09507805678
487	0.09493548908
488	0.09481303124
489	0.09469023867
490	0.09454737154
491	0.09444849369
492	0.09436322769
493	0.09424939016
494	0.09418302891
495	0.09409744849
496	0.0940815983
497	0.09399965621
498	0.09384121572
499	0.09367259778
500	0.09359080136
501	0.09348173569
502	0.09341561886
503	0.09327939216
504	0.0932090887
505	0.09319013199
506	0.09314600142
507	0.09306865165
508	0.09300286786
509	0.09284616499
510	0.09274551683
511	0.09266592981
512	0.09254417475
513	0.09247698038
514	0.09237238324
515	0.09226480365
516	0.09225610258
517	0.09214561558
518	0.09207168407
519	0.09200550949
520	0.09195506252
521	0.09179194019
522	0.09171968031
523	0.09162287681
524	0.09149176761
525	0.09132571121
526	0.0912944104
527	0.09117572628
528	0.09112638684
529	0.09106239027
530	0.09096701146
531	0.09086959445
532	0.09077311799
533	0.09065981016
534	0.09056990879
535	0.09055885893
536	0.09038309202
537	0.09029456888
538	0.09017822414
539	0.0901165204
540	0.0900589839
541	0.08991798309
542	0.08975984668
543	0.08975395041
544	0.08970559231
545	0.08959793785
546	0.08957799602
547	0.08945104313
548	0.08935674661
549	0.08922548821
550	0.08911587655
551	0.08890329691
552	0.08882071557
553	0.08875325007
554	0.08865429068
555	0.08856439267
556	0.0884637482
557	0.08837850209
558	0.08832134242
559	0.08818617497
560	0.08817228854
561	0.08816613964
562	0.08809829888
563	0.08807929682
564	0.08807923771
565	0.08799404221
566	0.08786655876
567	0.0877458419
568	0.08769710578
569	0.08758427157
570	0.08750651957
571	0.08745129656
572	0.08734279633
573	0.0872933289
574	0.08720346807
575	0.08710257465
576	0.08699454619
577	0.08676822044
578	0.08665849839
579	0.08657402858
580	0.08646048418
581	0.08627239917
582	0.08625675352
583	0.08618789
584	0.08607162311
585	0.08602540441
586	0.08591488779
587	0.08583124559
588	0.08574159322
589	0.0857031352
590	0.08560413675
591	0.08547440601
592	0.08539656225
593	0.08532717812
594	0.08525086292
595	0.08506996319
596	0.08500066179
597	0.08487304697
598	0.08472560323
599	0.08467762682
600	0.08460982971
601	0.08453045279
602	0.08444673602
603	0.08435918512
604	0.08429512191
605	0.0841899783
606	0.08414261635
607	0.08409364231
608	0.08402773633
609	0.083985928
610	0.08390489934
611	0.0838526574
612	0.08378567879
613	0.08369835098
614	0.08366678343
615	0.08366679916
616	0.08356904511
617	0.08348946349
618	0.08340629099
619	0.08330254957
620	0.08320796217
621	0.08311317065
622	0.08307293108
623	0.08296774374
624	0.08282801296
625	0.08278829438
626	0.08273153402
627	0.08261222631
628	0.08248826436
629	0.08237501778
630	0.08231059086
631	0.08224048304
632	0.08213101496
633	0.08208127907
634	0.08200563171
635	0.08192582382
636	0.08186891594
637	0.08182293266
638	0.08171965118
639	0.0816372555
640	0.08160538987
641	0.08151266654
642	0.08143624593
643	0.08134285414
644	0.08133489645
645	0.08123436818
646	0.08113982613
647	0.08110632875
648	0.08101988198
649	0.0810083734
650	0.08100257724
651	0.08095817331
652	0.08091882894
653	0.08072880879
654	0.08067815774
655	0.08061092049
656	0.08052542705
657	0.08049270897
658	0.08044178619
659	0.08032868233
660	0.08023209649
661	0.08011550227
662	0.08005811048
663	0.08000919667
664	0.07999370226
665	0.07984357804
666	0.07980533372
667	0.07967225321
668	0.07962308226
669	0.07957931363
670	0.07949203013
671	0.07943967093
672	0.07942031189
673	0.07937721223
674	0.07928881336
675	0.07925019719
676	0.07916986127
677	0.07910780845
678	0.07902436065
679	0.07896051924
680	0.07886890118
681	0.07881976868
682	0.07876058697
683	0.0787391988
684	0.07869440504
685	0.07865381962
686	0.07862648903
687	0.07858370948
688	0.07849316145
689	0.07844360286
690	0.07836499485
691	0.07825109613
692	0.07818402057
693	0.07816028455
694	0.07806163127
695	0.07804496056
696	0.07798374613
697	0.0779216718
698	0.07784294016
699	0.077722483
700	0.07772177977
701	0.07762108574
702	0.07752360105
703	0.07747515151
704	0.07743879539
705	0.07738308523
706	0.07736709734
707	0.07729689305
708	0.0772761905
709	0.07721785125
710	0.07709383907
711	0.07702844359
712	0.07697133085
713	0.0769408846
714	0.07688569343
715	0.07682014706
716	0.07681009775
717	0.07680501898
718	0.07672007917
719	0.07664047984
720	0.07662746737
721	0.07660966824
722	0.07659864741
723	0.07658454455
724	0.0765354822
725	0.07649297372
726	0.07642275463
727	0.0763263614
728	0.07631770833
729	0.07626714494
730	0.07619280669
731	0.07618029083
732	0.07607954417
733	0.07604562423
734	0.07595756188
735	0.07594001529
736	0.07585550685
737	0.07584483846
738	0.07584270641
739	0.07582605652
740	0.07581854533
741	0.07580807168
742	0.07576821276
743	0.0757669461
744	0.07569850185
745	0.07566735911
746	0.07565206351
747	0.07558447071
748	0.07550191004
749	0.07536773453
750	0.07528647654
751	0.07520419747
752	0.07510620722
753	0.07505454804
754	0.07498681368
755	0.0749018449
756	0.07481499574
757	0.0747494369
758	0.07466642844
759	0.07458083476
760	0.07452224869
761	0.07450155729
762	0.07438636226
763	0.07431693219
764	0.0742705464
765	0.07425157648
766	0.07418957459
767	0.07411120718
768	0.07402155623
769	0.07391030491
770	0.07383240259
771	0.073769546
772	0.07368455181
773	0.0736185889
774	0.07361460917
775	0.07355853042
776	0.07343889796
777	0.07338389765
778	0.07334240562
779	0.07329907724
780	0.07319440694
781	0.07307560637
782	0.07300922221
783	0.07295839103
784	0.07291769516
785	0.07285012162
786	0.07280523203
787	0.07274819948
788	0.07269070307
789	0.07265525193
790	0.0726308281
791	0.07263077173
792	0.07258884148
793	0.07253625575
794	0.07245097271
795	0.07235420392
796	0.07228656031
797	0.07222399524
798	0.07217759653
799	0.07212494637
800	0.07210454994
801	0.07205518639
802	0.07199738225
803	0.07199731667
804	0.07194300843
805	0.07186236564
806	0.07179108294
807	0.07172703509
808	0.07169961592
809	0.07167319389
810	0.07165522685
811	0.07160490951
812	0.07159571799
813	0.07157857461
814	0.0715455121
815	0.07153337407
816	0.07148821656
817	0.07148401723
818	0.0714096497
819	0.0713483273
820	0.07133787129
821	0.07133108508
822	0.07126163656
823	0.07123161218
824	0.07122207722
825	0.07118960053
826	0.0711419249
827	0.07107474253
828	0.0710630247
829	0.07105366316
830	0.07096453979
831	0.07091830327
832	0.07090962972
833	0.07083011152
834	0.07079879645
835	0.0707162578
836	0.07064748032
837	0.07053018931
838	0.07052173784
839	0.07051218931
840	0.07048530877
841	0.0704264957
842	0.07041176594
843	0.07030384419
844	0.07021199179
845	0.07011606645
846	0.0700836282
847	0.07006273239
848	0.06999532806
849	0.0699544005
850	0.06989841061
851	0.0698783668
852	0.06981127697
853	0.06970518146
854	0.06966249144
855	0.0696545475
856	0.0696181121
857	0.06956254392
858	0.06953966445
859	0.06952775056
860	0.06952094165
861	0.06949103227
862	0.06944232854
863	0.06938163554
864	0.06932590321
865	0.0692425035
866	0.06921590067
867	0.06917141828
868	0.06909710387
869	0.06898958133
870	0.06891491607
871	0.06881786408
872	0.06878879388
873	0.06873744633
874	0.06866431205
875	0.06863885661
876	0.06861066935
877	0.06847354777
878	0.06841839649
879	0.06835624741
880	0.06832234307
881	0.06826599014
882	0.068150096
883	0.068108258
884	0.06806561524
885	0.06797433392
886	0.06794763453
887	0.06788284322
888	0.06776718403
889	0.06771156922
890	0.06766991814
891	0.06763530835
892	0.06751060921
893	0.06746660577
894	0.06735324531
895	0.06729745723
896	0.06722437129
897	0.06719190395
898	0.06713596453
899	0.06710808614
900	0.06696525383
901	0.06690301955
902	0.06686074215
903	0.06683912453
904	0.06680378268
905	0.0667442518
906	0.06671643912
907	0.06668109221
908	0.06661775387
909	0.06656555621
910	0.06653027965
911	0.06649021224
912	0.06643904889
913	0.0663856008
914	0.06634341876
915	0.06627967604
916	0.06623850273
917	0.06617851011
918	0.06616866955
919	0.06614208888
920	0.06611479448
921	0.06610960736
922	0.06610035173
923	0.06601021159
924	0.06596128665
925	0.06589601537
926	0.06579020274
927	0.06572713117
928	0.06571110573
929	0.06566049683
930	0.06560240409
931	0.06557012282
932	0.0654986748
933	0.06545758195
934	0.06538879319
935	0.06531984012
936	0.065279081
937	0.06520310536
938	0.06515743902
939	0.06514377804
940	0.06505847511
941	0.06496506833
942	0.06495462315
943	0.0648803837
944	0.06483625846
945	0.06481259886
946	0.06475681736
947	0.06470807441
948	0.06467200929
949	0.06463780268
950	0.06457622397
951	0.06456224546
952	0.06454225576
953	0.06449841011
954	0.06449508792
955	0.06444913088
956	0.06441108791
957	0.06434750196
958	0.0642937463
959	0.06426021737
960	0.06419243448
961	0.06413427988
962	0.06409768001
963	0.06404383387
964	0.06403506688
965	0.06402049258
966	0.0639917125
967	0.06393533825
968	0.06390577524
969	0.0638443345
970	0.06380020842
971	0.0637289488
972	0.06366897425
973	0.06361764657
974	0.06358086482
975	0.06352638882
976	0.06349836622
977	0.06349310773
978	0.06343804816
979	0.06340813651
980	0.06340342362
981	0.06332375389
982	0.06330391626
983	0.06327653441
984	0.06326753202
985	0.06322154382
986	0.06317063881
987	0.06308113067
988	0.06305192151
989	0.06299937169
990	0.06290466519
991	0.06285957504
992	0.06284045003
993	0.06278336109
994	0.06276407313
995	0.06273570046
996	0.06269093725
997	0.06263618008
998	0.06259429728
999	0.06256125233
